user_id,ll_joint,ll_pers,test_purchases,delta_ll
7070,-73.66828145999551,-90.04579834976215,30.0,16.37751688976664
7235,-49.56587855503703,-51.08541147911113,23.0,1.519532924074099
7261,-23.465551694155476,-26.460803480179848,8.0,2.9952517860243724
7388,-46.493625012896864,-62.26557720324157,14.0,15.771952190344706
7395,-23.92780020593727,-24.2993948944948,8.0,0.3715946885575292
7398,-1.150596765909283,-1.7850568292146498,0.0,0.6344600633053668
7409,-22.618399450885594,-32.32504430941826,8.0,9.706644858532666
7438,-7.623720312806444,-8.424544709914263,2.0,0.800824397107819
7613,-68.45008942496334,-67.94442790798222,29.0,-0.5056615169811209
7733,-15.85293859229117,-15.525234965469908,4.0,-0.32770362682126297
7766,-5.010396960658208,-4.639467012541562,1.0,-0.3709299481166459
7802,-22.310511262496462,-21.907898006288804,6.0,-0.4026132562076583
7841,-1.1723224343236474,-0.8739092546142408,0.0,-0.2984131797094065
7900,-15.550122997239747,-15.183423269236169,4.0,-0.366699728003578
7923,-11.681487530442354,-11.57525852492742,3.0,-0.1062290055149333
7949,-5.812616607732749,-5.947624432298755,1.0,0.13500782456600646
8108,-18.84546418221606,-18.202881711478245,5.0,-0.642582470737814
8203,-13.156186990063505,-12.661871482582093,3.0,-0.49431550748141184
8344,-37.82916922177191,-36.66600597428199,14.0,-1.1631632474899263
8403,-9.114822778925218,-8.723145044920681,2.0,-0.39167773400453676
8585,-11.50325903969539,-14.097597008632615,3.0,2.594337968937225
8616,-13.704080811524442,-14.871986423197344,4.0,1.1679056116729019
8766,-8.643550338398063,-9.096472978926677,2.0,0.4529226405286142
8863,-3.7324912068265466,-4.9791700905721905,1.0,1.246678883745644
8866,-5.1881171671057285,-5.256974699460587,1.0,0.06885753235485836
8876,-6.409887995739506,-6.192345448046255,1.0,-0.21754254769325154
8902,-33.81997549677733,-33.63076716519201,12.0,-0.1892083315853199
9099,-5.9592124053454185,-5.483108766235657,1.0,-0.4761036391097617
9163,-7.028425797834361,-5.950232496411106,1.0,-1.078193301423255
9230,-16.92112409290961,-21.913795826609917,5.0,4.9926717337003055
9264,-18.45813427925603,-19.347896993863802,4.0,0.8897627146077731
9279,-16.30208172003982,-18.345747078630573,3.0,2.0436653585907543
9431,-215.27891460340777,-211.41246637091453,115.0,-3.8664482324932408
9434,-13.895290572035433,-14.375018151817365,4.0,0.47972757978193137
9567,-2.1503309517924585,-2.5456903814941145,0.0,0.39535942970165605
9591,-34.87436848338803,-33.832657618951714,9.0,-1.0417108644363182
9772,-6.8991547254340455,-6.767960914120288,1.0,-0.13119381131375718
10022,-72.01983542824975,-78.14242717891167,32.0,6.122591750661925
10139,-9.678707974364553,-8.453172919754861,2.0,-1.2255350546096917
10299,-77.12683161368989,-74.20434210149013,29.0,-2.9224895121997605
10407,-34.88659784860407,-34.02254617461376,12.0,-0.8640516739903106
10415,-4.878758850060752,-5.195797624980317,1.0,0.3170387749195651
10436,-2.6462820176916453,-2.6962044038150594,0.0,0.04992238612341415
10446,-23.41374058936846,-23.357419165582375,6.0,-0.05632142378608407
10503,-13.90031482369186,-15.324127925205717,1.0,1.4238131015138578
10542,-0.16340570700618512,-0.5701933964141045,0.0,0.4067876894079194
10667,-36.51840381389913,-35.821286593075776,15.0,-0.6971172208233511
10714,-5.019013159094246,-5.000463482489423,1.0,-0.018549676604822984
10761,-3.451440666067582,-3.303636120215332,0.0,-0.1478045458522499
10954,-5.074903002746759,-5.191352690689291,1.0,0.11644968794253163
11028,-4.955039434105212,-5.0067669990285335,1.0,0.05172756492332109
11085,-29.941365359320503,-29.688508499733953,9.0,-0.2528568595865508
11355,-40.424358189919914,-69.44917249722343,12.0,29.024814307303515
11500,-52.8800091853181,-52.838533672218674,20.0,-0.041475513099427985
11667,-17.72039766746502,-18.765131416278884,5.0,1.044733748813865
11865,-15.546810459995731,-14.931134795487521,4.0,-0.6156756645082098
11961,-10.80192093309487,-10.203433315416511,2.0,-0.5984876176783587
12020,-5.400702328214346,-5.182648566213634,1.0,-0.21805376200071258
12048,-34.764082580832834,-36.11499262130376,11.0,1.3509100404709287
12174,-44.84261833065033,-47.207376428659316,16.0,2.364758098008984
12187,-10.085995985570417,-9.541341617596581,2.0,-0.5446543679738358
12192,-1.850216355228139,-1.4813409710145136,0.0,-0.3688753842136254
12396,-38.046471358187446,-36.76212388949158,14.0,-1.284347468695863
12435,-21.241693650171378,-23.29852164823383,6.0,2.0568279980624524
12467,-24.820786711244754,-27.78166364900443,6.0,2.960876937759675
12492,-56.08884180763846,-61.926569415446814,18.0,5.837727607808354
12505,-1.7256578669010878,-0.8328237676963033,0.0,-0.8928340992047845
12519,-60.24379342583018,-60.73480453336989,23.0,0.49101110753971255
12547,-19.288869352894572,-18.904618117636648,6.0,-0.38425123525792415
12905,-15.106043831355095,-10.707244630562826,2.0,-4.3987992007922685
13012,-22.855974478918196,-25.786507619656486,7.0,2.930533140738291
13187,-68.29791809140916,-66.18340134135717,29.0,-2.1145167500519904
13403,-52.15735551220078,-53.031037777193845,22.0,0.8736822649930645
13435,-15.076673115595886,-14.97354729927397,4.0,-0.10312581632191531
13442,-9.148486453504313,-5.186417438041745,1.0,-3.9620690154625686
13495,-8.904873143270477,-8.477461826801866,2.0,-0.42741131646861064
13629,-37.36214345681229,-37.37331804402129,14.0,0.011174587208998332
13731,-16.528617379741355,-16.449016013350224,4.0,-0.07960136639113102
13742,-3.3950393775987426,-3.911067836615605,0.0,0.5160284590168622
13915,-13.771648250240569,-13.90156607132117,3.0,0.12991782108060157
13985,-18.032435123627486,-18.720601625349705,5.0,0.6881665017222183
14049,-9.793499834110113,-9.175106408256267,2.0,-0.6183934258538457
14075,-1.4046269930044872,-2.415779715926769,0.0,1.0111527229222819
14098,-4.020707057545974,-5.555266454612907,1.0,1.534559397066933
14166,-41.470789228737594,-41.73039452549757,15.0,0.2596052967599789
14184,-9.1619781953757,-8.511342217249677,2.0,-0.6506359781260223
14240,-12.808721286837331,-12.538289328102449,3.0,-0.270431958734882
14263,-15.479548452768878,-15.552168370202752,4.0,0.07261991743387419
14471,-29.914239545589588,-30.530379156932774,10.0,0.6161396113431863
14586,-0.9253748162748189,-1.177625112814377,0.0,0.2522502965395582
